,name,class,subclass
544,猪血,肉类及制品,猪
545,叉烧肉,肉类及制品,猪
546,腊肉(培根),肉类及制品,猪
547,腊肉(生),肉类及制品,猪
548,午餐肉,肉类及制品,猪
549,咸肉,肉类及制品,猪
550,猪肝(卤煮),肉类及制品,猪
551,猪蹄(熟),肉类及制品,猪
552,猪肉松(均值),肉类及制品,猪
553,蛋清肠,肉类及制品,猪
554,风干肠,肉类及制品,猪
555,广东香肠,肉类及制品,猪
556,火腿肠,肉类及制品,猪
557,腊肠,肉类及制品,猪
558,蒜肠,肉类及制品,猪
559,香肠,肉类及制品,猪
560,小泥肠,肉类及制品,猪
561,午餐肚,肉类及制品,猪
562,火腿,肉类及制品,猪
563,金华火腿,肉类及制品,猪
564,牛肉(肥瘦)(均值),肉类及制品,牛
565,牛肉(腑肋),肉类及制品,牛
566,牛肉(后腿),肉类及制品,牛
567,牛肉(后腱),肉类及制品,牛
568,牛肉(里脊),肉类及制品,牛
569,牛肉(前腿),肉类及制品,牛
570,牛肉(前腱),肉类及制品,牛
571,牛肉(瘦),肉类及制品,牛
572,牛蹄筋,肉类及制品,牛
573,牛鞭(泡发),肉类及制品,牛
574,牛大肠,肉类及制品,牛
575,牛肚,肉类及制品,牛
576,牛肺,肉类及制品,牛
577,牛肝,肉类及制品,牛
578,牛脑,肉类及制品,牛
579,牛舌,肉类及制品,牛
580,牛肾,肉类及制品,牛
581,牛心,肉类及制品,牛
582,酱牛肉,肉类及制品,牛
583,牛肉干,肉类及制品,牛
584,牛肉松,肉类及制品,牛
585,羊肉(肥瘦)(均值),肉类及制品,羊
586,羊肉(后腿),肉类及制品,羊
587,羊肉(颈),肉类及制品,羊
588,羊肉(里脊),肉类及制品,羊
589,羊肉(前腿),肉类及制品,羊
590,羊肉(青羊),肉类及制品,羊
591,羊肉(瘦),肉类及制品,羊
592,羊肉(胸脯),肉类及制品,羊
593,山羊肉(冻),肉类及制品,羊
594,羊蹄筋(生),肉类及制品,羊
595,羊大肠,肉类及制品,羊
596,羊肚,肉类及制品,羊
597,羊肺,肉类及制品,羊
598,羊肝,肉类及制品,羊
599,羊脑,肉类及制品,羊
600,羊舌,肉类及制品,羊
601,羊肾,肉类及制品,羊
602,羊心,肉类及制品,羊
603,羊血,肉类及制品,羊
604,腊羊肉,肉类及制品,羊
605,羊肉串(烤),肉类及制品,羊
606,羊肉串(炸),肉类及制品,羊
607,山羊肉(酱),肉类及制品,羊
608,驴肉(瘦),肉类及制品,驴
609,驴肉(酱),肉类及制品,驴
610,驴肉(卤),肉类及制品,驴
611,驴肉(煮),肉类及制品,驴
612,马肉,肉类及制品,马
613,马心,肉类及制品,马
614,马肉(卤),肉类及制品,马
615,狗肉,肉类及制品,其它
616,兔肉,肉类及制品,其它
617,鸡(均值),肉类及制品,鸡
618,鸡(土鸡，家养),肉类及制品,鸡
619,肉鸡(肥),肉类及制品,鸡
620,鸡(乌骨鸡),肉类及制品,鸡
621,鸡胸脯肉,肉类及制品,鸡
622,鸡翅,肉类及制品,鸡
623,鸡腿,肉类及制品,鸡
624,鸡爪,肉类及制品,鸡
625,鸡肝,肉类及制品,鸡
626,鸡心,肉类及制品,鸡
627,鸡血,肉类及制品,鸡
628,鸡肫[鸡胗],肉类及制品,鸡
629,扒鸡,肉类及制品,鸡
630,烤鸡,肉类及制品,鸡
631,鸡肉松,肉类及制品,鸡
632,鸭(均值),肉类及制品,鸭
633,鸭胸脯肉,肉类及制品,鸭
634,鸭翅,肉类及制品,鸭
635,鸭掌,肉类及制品,鸭
636,鸭肠,肉类及制品,鸭
637,鸭肝,肉类及制品,鸭
638,鸭舌[鸭条],肉类及制品,鸭
639,鸭心,肉类及制品,鸭
640,鸭血(白鸭),肉类及制品,鸭
641,鸭肫,肉类及制品,鸭
642,北京烤鸭,肉类及制品,鸭
643,酱鸭,肉类及制品,鸭
644,盐水鸭(熟),肉类及制品,鸭
645,鹅,肉类及制品,鹅
646,鹅肝,肉类及制品,鹅
647,鹅肫,肉类及制品,鹅
648,烧鹅,肉类及制品,鹅
649,火鸡腿,肉类及制品,火鸡
650,火鸡胸脯肉,肉类及制品,火鸡
651,火鸡肝,肉类及制品,火鸡
652,火鸡肫,肉类及制品,火鸡
653,鸽,肉类及制品,其它
654,鹌鹑,肉类及制品,其它
655,乳鸽,肉类及制品,其它
656,乳鸽(红烧),肉类及制品,其它
657,乳品（牛乳，均值),类及制品,液态乳
658,牛乳(光明牌),00％纯牛奶,及制品
659,牛乳(乐百氏牌),牛奶（100％）,及制品
660,牛乳(帕玛拉特牌),牛奶（100％）,及制品
661,牛乳(三元牌),牛奶,及制品
662,牛乳(完达山牌),00％纯牛奶,及制品
663,牛乳(龙丹牌),鲜牛奶（100％）,及制品
664,牛乳(蒙牛牌),鲜牛奶,及制品
665,牛乳(新南洋牌),鲜牛奶,及制品
666,牛乳(帕玛拉特),鲜牛奶,及制品
667,牛乳(伊利牌),鲜纯牛奶,及制品
668,牛乳(部分脱脂，帕玛拉特),类及制品,液态乳
669,牛乳(脱脂，帕玛拉特),类及制品,液态乳
670,牛乳(强化锌、钙，帕玛拉特),鲜牛奶（加锌、钙）,及制品
671,牛奶(草莓味，卡夫牌),类及制品,液态乳
672,牛奶(巧克力味，卡夫牌),类及制品,液态乳
673,牛奶(巧克力味，三元牌),类及制品,液态乳
674,学生奶,国学生奶,及制品
675,乳品（鲜羊乳）,类及制品,液态乳
676,全脂加糖奶粉,类及制品,奶粉
677,全脂速溶奶粉,类及制品,奶粉
678,全脂奶粉(雀巢),类及制品,奶粉
679,全脂奶粉(三鹿牌),类及制品,奶粉
680,全脂奶粉(伊利牌),类及制品,奶粉
681,全脂甜奶粉(三鹿牌),脂加糖奶粉,及制品
682,全脂甜奶粉(伊利牌),类及制品,奶粉
683,低脂奶粉(高钙高铁，雀巢),巢高钙高铁奶粉（低脂）,及制品
684,低脂奶粉(高钙高铁，伊利牌),利高钙高铁低脂奶粉,及制品
685,高钙高铁奶粉(可淇牌),类及制品,奶粉
686,儿童奶粉(安儿健A+，美赞臣),儿健A+儿童成长奶粉。,及制品
687,儿童奶粉(适体健，美赞臣),体健儿童营养奶粉。,及制品
688,儿童奶粉(惠氏),氏S26金装学儿乐奶粉。,及制品
689,儿童奶粉(可淇牌),淇成长奶粉。,及制品
690,儿童奶粉(三鹿牌),鹿助长奶粉。,及制品
691,儿童奶粉(完达山牌),达山3段配方奶粉。,及制品
692,孕妇乳母奶粉(惠氏),儿乐妈妈孕妇乳母奶粉（香草味）,及制品
693,孕妇乳母奶粉(美赞臣),婴妈妈孕妇及授乳妇女营养奶粉,及制品
694,中老年奶粉(可淇牌),类及制品,奶粉
695,中老年奶粉(雀巢),类及制品,奶粉
696,中老年奶粉(三鹿牌),类及制品,奶粉
697,中老年奶粉(森永牌),类及制品,奶粉
698,奶粉(全脂羊乳粉),类及制品,奶粉
699,乳品（酸奶，均值),类及制品,酸奶
700,酸奶(脱脂),类及制品,酸奶
701,酸奶(调味),奶小超人。,及制品
702,酸奶(果粒),粒酸奶。,及制品
703,奶酪[干酪],类及制品,奶酪
704,奶豆腐(鲜),类及制品,奶酪
705,乳酪（羊乳酪）,类及制品,奶酪
706,奶酪(光明牌),类及制品,奶酪
707,奶酪(骑士牌),类及制品,奶酪
708,低脂奶酪,类及制品,奶酪
709,硬质干酪,类及制品,奶酪
710,乳品（奶油）,类及制品,奶油
711,黄油,类及制品,奶油
712,酥油,类及制品,奶油
713,炼乳(甜，罐头),类及制品,其它
714,奶皮子,类及制品,其它
715,奶片,类及制品,其它
716,全脂甜炼乳(雀巢),唛炼乳,及制品
717,全脂甜炼乳(燕山牌),类及制品,其它
718,脱脂甜炼乳,类及制品,其它
719,蛋（鸡蛋，均值),类及制品,鸡蛋
720,鸡蛋(白皮),类及制品,鸡蛋
721,鸡蛋(红皮),类及制品,鸡蛋
722,鸡蛋(土鸡),类及制品,鸡蛋
723,鸡蛋白,类及制品,鸡蛋
724,鸡蛋白(乌骨鸡),类及制品,鸡蛋
725,蛋黄（鸡蛋黄）,类及制品,鸡蛋
726,鸡蛋黄(乌骨鸡),类及制品,鸡蛋
727,蛋（松花蛋，鸡蛋),类及制品,鸡蛋
728,毛蛋,类及制品,鸡蛋
729,荷包蛋(油煎),类及制品,鸡蛋
730,荷包蛋(煮),类及制品,鸡蛋
731,蛋（鸭蛋）,类及制品,鸭蛋
732,鸭蛋白,类及制品,鸭蛋
733,鸭蛋黄,类及制品,鸭蛋
734,海鸭蛋,类及制品,鸭蛋
735,蛋（松花蛋，鸭蛋)[皮蛋],类及制品,鸭蛋
736,咸鸭蛋,类及制品,鸭蛋
737,咸鸭蛋(煮),类及制品,鸭蛋
738,蛋（鹅蛋）,类及制品,鹅蛋
739,鹅蛋白,类及制品,鹅蛋
740,蛋黄（鹅蛋黄）,类及制品,鹅蛋
741,鹅蛋(煮),类及制品,鹅蛋
742,蛋（鹌鹑蛋）,类及制品,鹌鹑蛋
743,白条鱼(裸鱼),虾蟹贝类,鱼
744,草鱼[白鲩，草包鱼],虾蟹贝类,鱼
745,赤眼鳟[金目鱼],虾蟹贝类,鱼
746,感鱼[猴鱼],虾蟹贝类,鱼
747,胡子鲇[塘虱(鱼)],虾蟹贝类,鱼
748,黄颡鱼[戈牙鱼，黄鳍鱼],虾蟹贝类,鱼
749,鱼（黄鳝）[鳝鱼],虾蟹贝类,鱼
750,黄鳝丝,虾蟹贝类,鱼
751,尖嘴白,虾蟹贝类,鱼
752,口头鱼,虾蟹贝类,鱼
753,鲤鱼[鲤拐子],虾蟹贝类,鱼
754,罗非鱼,虾蟹贝类,鱼
755,青鱼[青皮鱼，青鳞鱼，青混],虾蟹贝类,鱼
756,乌鳢[黑鱼，石斑鱼，生鱼],虾蟹贝类,鱼
757,鱼（银鱼）[面条鱼],虾蟹贝类,鱼
758,湟鱼(裸鲤鱼),虾蟹贝类,鱼
759,鲇鱼[胡子鲇，鲢胡，旺虾],虾蟹贝类,鱼
760,鲒花,虾蟹贝类,鱼
761,鲢鱼[白鲢，胖子，连子鱼],虾蟹贝类,鱼
762,鲫鱼[喜头鱼，海附鱼],虾蟹贝类,鱼
763,鲮鱼[雪鲮],虾蟹贝类,鱼
764,鳊鱼[鲂鱼，武昌鱼],虾蟹贝类,鱼
765,鳗鲡[鳗鱼，河鳗],虾蟹贝类,鱼
766,鳙鱼[胖头鱼，摆佳鱼，花鲢鱼],虾蟹贝类,鱼
767,鳜鱼[桂鱼，花鲫鱼],虾蟹贝类,鱼
768,鳟鱼[红鳟鱼],虾蟹贝类,鱼
769,白姑鱼[白米子(鱼)],虾蟹贝类,鱼
770,参鱼[蓝圆参，边鱼],虾蟹贝类,鱼
771,带鱼[白带鱼，刀鱼],虾蟹贝类,鱼
772,堤鱼,虾蟹贝类,鱼
773,狗母鱼[大头狗母鱼],虾蟹贝类,鱼
774,海鲫鱼[九九鱼],虾蟹贝类,鱼
775,海鳗[鲫勾],虾蟹贝类,鱼
776,红娘鱼[翼红娘鱼],虾蟹贝类,鱼
777,黄姑鱼[黄婆鸡(鱼)],虾蟹贝类,鱼
778,黄鱼(大黄花鱼),虾蟹贝类,鱼
779,黄鱼(小黄花鱼),虾蟹贝类,鱼
780,黄鲂[赤虹，老板鱼],虾蟹贝类,鱼
781,金线鱼[红三鱼],虾蟹贝类,鱼
782,绿鳍马面豚[面包鱼，橡皮鱼],虾蟹贝类,鱼
783,梅童鱼[大头仔鱼，丁珠鱼],虾蟹贝类,鱼
784,沙丁鱼[沙鲻],虾蟹贝类,鱼
785,沙钻鱼[多鳞喜，沙梭，麦穗鱼],虾蟹贝类,鱼
786,舌鳎[花纹舌头，舌头鱼],虾蟹贝类,鱼
787,油抒[香梭鱼],虾蟹贝类,鱼
788,颚针鱼[针量鱼],虾蟹贝类,鱼
789,鲅鱼[马鲛鱼，燕鲅鱼，巴鱼],虾蟹贝类,鱼
790,鲆[片口鱼，比目鱼],虾蟹贝类,鱼
791,鲈鱼[鲈花],虾蟹贝类,鱼
792,鲐鱼[青鲐鱼，鲐巴鱼，青砖鱼],虾蟹贝类,鱼
793,鲑鱼[大麻哈鱼],虾蟹贝类,鱼
794,鲑鱼籽酱[大麻哈鱼籽酱],虾蟹贝类,鱼
795,鲚鱼(大)[大凤尾鱼],虾蟹贝类,鱼
796,鲚鱼(小)[小凤尾鱼],虾蟹贝类,鱼
797,鲳鱼[平鱼，银鲳，刺鲳],虾蟹贝类,鱼
798,鲷[黑鲷，铜盆鱼，大目鱼],虾蟹贝类,鱼
799,鲻鱼[白眼棱鱼],虾蟹贝类,鱼
800,鲽[比目鱼，凸眼鱼],虾蟹贝类,鱼
801,鳐鱼[夫鱼],虾蟹贝类,鱼
802,鳓鱼[快鱼，力鱼],虾蟹贝类,鱼
803,鳕鱼[鳕狭，明太鱼],虾蟹贝类,鱼
804,鳘鱼,虾蟹贝类,鱼
805,双髻鲨,虾蟹贝类,鱼
806,鱼片干,虾蟹贝类,鱼
807,金鲨鱼翅(干),虾蟹贝类,鱼
808,鱼丸,虾蟹贝类,鱼
809,鱼子酱,虾蟹贝类,鱼
810,凤尾鱼(熟),虾蟹贝类,鱼
811,箭鱼(炸),虾蟹贝类,鱼
812,金枪鱼(盐水浸),虾蟹贝类,鱼
813,金枪鱼(油浸),虾蟹贝类,鱼
814,鲮鱼(豆豉，熟),豉鲮鱼。,蟹贝类
815,鳗鱼(红烧),虾蟹贝类,鱼
816,鲭鱼(烤，150℃，10分),虾蟹贝类,鱼
817,鲭鱼(烤，150℃，20分),虾蟹贝类,鱼
818,鲭鱼(烤，150℃，30分),虾蟹贝类,鱼
819,鲭鱼(烤，180℃，10分),虾蟹贝类,鱼
820,鲭鱼(烤，210℃，10分),虾蟹贝类,鱼
821,鲭鱼(炸),虾蟹贝类,鱼
822,鲭鱼(蒸),虾蟹贝类,鱼
823,鲭鱼(煮),虾蟹贝类,鱼
824,沙丁鱼(茄汁，熟),汁沙丁鱼。,蟹贝类
825,沙丁鱼(盐水浸),虾蟹贝类,鱼
826,沙丁鱼(油浸),虾蟹贝类,鱼
827,午餐鱼(香辣味),虾蟹贝类,鱼
828,鳕鱼(烤),虾蟹贝类,鱼
829,鳕鱼(炸),虾蟹贝类,鱼
830,刺蛄[刺蛄],虾蟹贝类,虾
831,虾（东方对虾）[中国对虾],虾蟹贝类,虾
832,虾（海虾）,虾蟹贝类,虾
833,虾（河虾）,虾蟹贝类,虾
834,虾（基围虾）,虾蟹贝类,虾
835,江虾[沼虾],虾蟹贝类,虾
836,虾（龙虾）,虾蟹贝类,虾
837,塘水虾[草虾],虾蟹贝类,虾
838,虾虎,虾蟹贝类,虾
839,虾皮,虾蟹贝类,虾
840,螯虾,虾蟹贝类,虾
841,虾米[海米，虾仁],虾蟹贝类,虾
842,虾酱,虾蟹贝类,虾
843,蟹（海蟹）,虾蟹贝类,蟹
844,蟹（河蟹）,虾蟹贝类,蟹
845,蟹肉,虾蟹贝类,蟹
846,蟹足棒,虾蟹贝类,蟹
847,鲍鱼[杂色鲍],虾蟹贝类,贝
848,鲍鱼(干),虾蟹贝类,贝
849,蛏子,虾蟹贝类,贝
850,河蚌,虾蟹贝类,贝
851,河蚬[蚬子],虾蟹贝类,贝
852,牡蛎[海蛎子],虾蟹贝类,贝
853,生蚝,虾蟹贝类,贝
854,泥蚶[血蚶，珠蚶],虾蟹贝类,贝
855,扇贝(鲜),虾蟹贝类,贝
856,扇贝(干)[干贝],虾蟹贝类,贝
857,银蚶[蚶子],虾蟹贝类,贝
858,贻贝(鲜)[淡菜，壳菜],虾蟹贝类,贝
859,贻贝(干)[淡菜，壳菜],虾蟹贝类,贝
860,海蚌[西施舌],虾蟹贝类,贝
861,蛤蜊(均值),虾蟹贝类,贝
862,螺(均值),虾蟹贝类,贝
863,文蛤丸,虾蟹贝类,贝
864,海参,虾蟹贝类,其它
865,海参(干),虾蟹贝类,其它
866,海蜇皮,虾蟹贝类,其它
867,海蜇头,虾蟹贝类,其它
868,墨鱼[曼氏无针乌贼],虾蟹贝类,其它
869,墨鱼(干)[曼氏无针乌贼],虾蟹贝类,其它
870,乌贼(鲜)[鱿鱼，台湾枪乌贼，枪,虾蟹贝类,其它
871,鱿鱼(干)[台湾枪乌贼],虾蟹贝类,其它
872,鱿鱼(水浸),虾蟹贝类,其它
873,乌鱼蛋,虾蟹贝类,其它
874,章鱼[真蛸],虾蟹贝类,其它
875,甲鱼蛋,虾蟹贝类,其它
876,墨鱼丸,虾蟹贝类,其它
877,婴儿配方奶粉(爱儿乐，惠氏),26金装爱儿乐SMAGOLD。,儿食品
878,婴儿配方奶粉(爱儿乐，惠氏，简装),26爱儿乐SMA。,儿食品
879,婴儿配方奶粉(爱力大1，美赞臣),力大1初生婴儿配方奶粉。,儿食品
880,婴儿配方奶粉(安婴儿，美赞臣),幼儿食品,婴幼儿配方粉
881,婴儿配方奶粉(安婴儿A+，美赞臣),幼儿食品,婴幼儿配方粉
882,婴儿配方奶粉(安婴乐，美赞臣),幼儿食品,婴幼儿配方粉
883,婴儿配方奶粉(吉利蜜1，森永牌),幼儿食品,婴幼儿配方粉
884,婴儿配方奶粉(可淇牌),幼儿食品,婴幼儿配方粉
885,婴儿配方奶粉(力多精1，雀巢),多精1初生婴儿配方奶粉（含铁质）。,儿食品
886,婴儿配方奶粉(美素力1),幼儿食品,婴幼儿配方粉
887,婴儿配方奶粉(美素力H),幼儿食品,婴幼儿配方粉
888,婴儿配方奶粉(美素力，袋装),幼儿食品,婴幼儿配方粉
889,婴儿配方奶粉(圣元牌),元优聪配方1段初生婴儿奶粉。,儿食品
890,婴儿配方奶粉(完达山牌),达山1段配方奶粉。,儿食品
891,婴儿奶粉(高钙，圣元牌),元优强婴儿补钙奶粉。,儿食品
892,婴儿配方豆粉(爱儿素，惠氏),26爱儿素Nursoy。,儿食品
893,较大婴儿配方奶粉(爱力大2，美赞臣),幼儿食品,婴幼儿配方粉
894,较大婴儿配方奶粉(安婴宝，美赞臣),幼儿食品,婴幼儿配方粉
895,较大婴儿配方奶粉(安婴宝A+，美赞臣),幼儿食品,婴幼儿配方粉
896,较大婴儿配方奶粉(健儿乐，惠氏),26金装健儿乐强化铁质较大婴儿配方奶粉。,儿食品
897,较大婴儿配方奶粉(健儿乐，惠氏，简装),26健儿乐PROMIL。,儿食品
898,较大婴儿配方奶粉(可淇牌),幼儿食品,婴幼儿配方粉
899,较大婴儿配方奶粉(美素乐2),素乐较大婴儿及幼儿配方奶粉2段。,儿食品
900,较大婴儿配方奶粉(美素乐),幼儿食品,婴幼儿配方粉
901,较大婴儿配方奶粉(美素乐，袋装),幼儿食品,婴幼儿配方粉
902,较大婴幼儿配方奶粉(吉利蜜2，森永牌),幼儿食品,婴幼儿配方粉
903,较大婴幼儿配方奶粉(力多精2，雀巢),多精2较大婴儿及幼童奶粉。,儿食品
904,较大婴儿配方奶粉(圣元牌),元优聪配方2段较大婴儿奶粉。,儿食品
905,较大婴幼儿奶粉(高钙，圣元牌),元优强幼儿补钙奶粉。,儿食品
906,较大婴幼儿配方奶粉(完达山牌),达山2段配方奶粉。,儿食品
907,幼儿奶粉(爱力大3，美赞臣),力大3成长配方奶粉。,儿食品
908,幼儿奶粉(安儿宝，美赞臣),儿宝高蛋白成长奶粉。,儿食品
909,幼儿奶粉(安儿宝A+，美赞臣),儿宝A+高蛋白成长奶粉。,儿食品
910,幼儿奶粉(惠氏),26金装幼儿乐奶粉。,儿食品
911,幼儿奶粉(惠氏，简装),26幼儿乐奶粉。,儿食品
912,幼儿奶粉(可淇牌),淇幼儿配方奶粉,儿食品
913,幼儿奶粉(美素高),素高成长配方奶粉3段。,儿食品
914,幼儿奶粉(美素高，全能装),素高成长配方奶粉（香草味）。,儿食品
915,幼儿奶粉(美素高，袋装),素高成长配方奶粉（香草味）。,儿食品
916,幼儿奶粉(雀巢),巢成长奶粉,儿食品
917,幼儿奶粉(雀巢金牌),巢金牌成长奶粉,儿食品
918,幼儿奶粉(森永牌),永吉利蜜3成长奶粉。,儿食品
919,幼儿奶粉(圣元牌),元优聪3段幼儿成长奶粉。,儿食品
920,胡萝卜苹果泥(亨氏),幼儿食品,婴幼儿断奶期辅助食品
921,鸡肝蔬菜泥(亨氏),幼儿食品,婴幼儿断奶期辅助食品
922,香甜胡萝卜泥(亨氏),幼儿食品,婴幼儿断奶期辅助食品
923,豆奶粉,幼儿食品,婴幼儿补充食品
924,米粉(雀巢),幼儿食品,婴幼儿补充食品
925,米粉(高蛋白，雀巢),幼儿食品,婴幼儿补充食品
926,米粉(高蛋白，亨氏),幼儿食品,婴幼儿补充食品
927,米粉(苹果，雀巢),幼儿食品,婴幼儿补充食品
928,米粉(蔬菜，亨氏),幼儿食品,婴幼儿补充食品
929,米粉(蔬菜，雀巢),幼儿食品,婴幼儿补充食品
930,米粉(胡萝卜，亨氏),幼儿食品,婴幼儿补充食品
931,米粉(胡萝卜，雀巢),幼儿食品,婴幼儿补充食品
932,米粉(番茄，亨氏),幼儿食品,婴幼儿补充食品
933,米粉(猪肝蔬菜，亨氏),幼儿食品,婴幼儿补充食品
934,米粉(鱼肉蔬菜，亨氏),幼儿食品,婴幼儿补充食品
935,麦粉(蜂蜜，雀巢),幼儿食品,婴幼儿补充食品
936,艾窝窝,吃、甜饼,小吃
937,白水羊头,吃、甜饼,小吃
938,茶汤,吃、甜饼,小吃
939,炒肝,吃、甜饼,小吃
940,春卷,吃、甜饼,小吃
941,豆腐脑(带卤),吃、甜饼,小吃
942,灌肠,吃、甜饼,小吃
943,煎饼,吃、甜饼,小吃
944,焦圈,吃、甜饼,小吃
945,京八件,吃、甜饼,小吃
946,栗羊羹,吃、甜饼,小吃
947,凉粉,吃、甜饼,小吃
948,凉面,吃、甜饼,小吃
949,龙虾片,吃、甜饼,小吃
950,驴打滚,吃、甜饼,小吃
951,密三刀,吃、甜饼,小吃
952,年糕,吃、甜饼,小吃
953,青稞炒面,吃、甜饼,小吃
954,热干面,吃、甜饼,小吃
955,豌豆黄,吃、甜饼,小吃
956,油茶,吃、甜饼,小吃
957,油炸豆瓣,吃、甜饼,小吃
958,炸糕,吃、甜饼,小吃
959,糌粑(稞麦熟品),吃、甜饼,小吃
960,春卷(素馅),吃、甜饼,小吃
961,黑芝麻汤圆,吃、甜饼,小吃
962,醪糟,吃、甜饼,小吃
963,煎饼,区煎饼。,、甜饼
964,过桥米线,吃、甜饼,小吃
965,蛋糕(均值),吃、甜饼,蛋糕、甜点
966,蛋糕(巧克力),吃、甜饼,蛋糕、甜点
967,蛋糕(水果),吃、甜饼,蛋糕、甜点
968,月饼(豆沙),吃、甜饼,蛋糕、甜点
969,月饼(五仁),吃、甜饼,蛋糕、甜点
970,月饼(枣泥),吃、甜饼,蛋糕、甜点
971,月饼(蛋黄),吃、甜饼,蛋糕、甜点
972,月饼(豆沙),吃、甜饼,蛋糕、甜点
973,月饼(桂花板栗),吃、甜饼,蛋糕、甜点
974,月饼(奶油莲芸),吃、甜饼,蛋糕、甜点
975,板油酥饼,吃、甜饼,蛋糕、甜点
976,蛋黄酥,吃、甜饼,蛋糕、甜点
977,夹心酥饼,吃、甜饼,蛋糕、甜点
978,江米条,吃、甜饼,蛋糕、甜点
979,开口笑,吃、甜饼,蛋糕、甜点
980,绿豆糕,吃、甜饼,蛋糕、甜点
981,麻烘糕,吃、甜饼,蛋糕、甜点
982,麻花,吃、甜饼,蛋糕、甜点
983,米花糖,吃、甜饼,蛋糕、甜点
984,酥皮糕点,吃、甜饼,蛋糕、甜点
985,桃酥,吃、甜饼,蛋糕、甜点
986,芝麻桃酥,吃、甜饼,蛋糕、甜点
987,茯苓夹饼,吃、甜饼,蛋糕、甜点
988,沙琪玛蛋酥,吃、甜饼,蛋糕、甜点
989,香橙水果馅饼,吃、甜饼,蛋糕、甜点
990,鸡柳汉堡(肯德基),食食品,快餐食品
991,香芋甜心(肯德基),食食品,快餐食品
992,鸡肉汉堡(肯德基),食食品,快餐食品
993,鸡肉卷(肯德基),食食品,快餐食品
994,上校鸡块(肯德基),食食品,快餐食品
995,辣鸡翅(肯德基),食食品,快餐食品
996,新奥尔良鸡翅(肯德基),食食品,快餐食品
997,劲爆鸡米花(肯德基),食食品,快餐食品
998,甜玉米籽粒(肯德基),食食品,快餐食品
999,薯条(肯德基),食食品,快餐食品
1000,比萨饼(夹奶酪),食食品,快餐食品
1001,比萨饼(夹奶酪、肉和蔬菜),食食品,快餐食品
1002,三明治(夹火腿、干酪),食食品,快餐食品
1003,三明治(夹鸡蛋、干酪),食食品,快餐食品
1004,三明治(夹鸡肉片，无调料酱),食食品,快餐食品
1005,三明治(夹烤牛肉片),食食品,快餐食品
1006,三明治(夹鱼肉片),食食品,快餐食品
1007,干酪汉堡包(夹熏肉，加调料酱),食食品,快餐食品
1008,干酪汉堡包(普通型，夹单层肉饼，无调料酱),食食品,快餐食品
1009,干酪汉堡包(普通型，夹奶酪、单层肉饼，加调料酱),食食品,快餐食品
1010,干酪汉堡包(普通型，夹奶酪、单层肉饼，加调料酱和蔬菜),食食品,快餐食品
1011,干酪汉堡包(普通型，夹奶酪、双层肉饼、双层面包，加调料酱和蔬菜),食食品,快餐食品
1012,汉堡包(普通型，夹肉饼，加调料酱和蔬菜),食食品,快餐食品
1013,热狗(原味),食食品,快餐食品
1014,麦片,食食品,方便食品
1015,燕麦片,食食品,方便食品
1016,玉米片(即食粥),食食品,方便食品
1017,早餐奶,食食品,方便食品
1018,八宝粥(康师傅牌),粒派桂圆八宝粥,食品
1019,八宝粥(亲亲牌),食食品,方便食品
1020,八宝粥(同茂牌),窝八宝粥,食品
1021,八宝粥(娃哈哈牌),圆莲子营养八宝粥,食品
1022,八宝粥(无糖，娃哈哈牌),糖营养八宝粥,食品
1023,八宝粥(椰树牌),然八宝粥,食品
1024,黑芝麻糊粉,食食品,方便食品
1025,麦片,食食品,方便食品
1026,麦片(原味香奶),食食品,方便食品
1027,燕麦片,食食品,方便食品
1028,燕麦片(果仁、甜),食食品,方便食品
1029,苦荞麦片(无糖),食食品,方便食品
1030,玉米片,食食品,方便食品
1031,玉米片(低钠),食食品,方便食品
1032,方便面,食食品,方便食品
1033,干脆面(鸡汁味),食食品,方便食品
1034,海鲜味方便面(含调味料),拉面海鲜珍锅煮面。,食品
1035,海鲜味方便面面饼,食食品,方便食品
1036,海鲜方便面调味料,食食品,方便食品
1037,红烧牛肉方便面(含调味料),品红烧牛肉面。,食品
1038,红烧牛肉方便面面饼,食食品,方便食品
1039,红烧牛肉方便面调味料,食食品,方便食品
1040,鳕鱼方便面(含调味料),珍多极品鳕鱼面。,食品
1041,鳕鱼方便面面饼,食食品,方便食品
1042,鳕鱼方便面调味料,食食品,方便食品
1043,铁板牛肉炒面(含调味料),面族炒面套餐铁板牛肉配翡翠芙蓉汤。,食品
1044,铁板牛肉炒面面饼,食食品,方便食品
1045,铁板牛肉炒面调味料,食食品,方便食品
1046,玉米红烧牛肉味方便面(含调味料),米红烧牛肉面。,食品
1047,玉米红烧牛肉味方便面面饼,食食品,方便食品
1048,玉米红烧牛肉味方便面调味料,食食品,方便食品
1049,海鲜鸡汁味米线(含调味料),餐米线230（海鲜鸡汁）。,食品
1050,海鲜鸡汁味米线面饼,食食品,方便食品
1051,海鲜鸡汁味米线调味料,食食品,方便食品
1052,冬菜虾仁馄饨,食食品,方便食品
1053,韭菜合子,食食品,方便食品
1054,糯米饭团,食食品,方便食品
1055,什锦炒饭,食食品,方便食品
1056,虾仁炒饭,食食品,方便食品
1057,面包(均值),食食品,方便食品
1058,法式牛角面包,食食品,方便食品
1059,果料面包,食食品,方便食品
1060,黄油面包,食食品,方便食品
1061,维生素面包,食食品,方便食品
1062,葡萄干面包,食食品,方便食品
